GOID	Description	FDR	Database	Type	Genes	Enrichment
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	RPL10A	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	ACSL4	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	KRT18	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	IMPDH2	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	GOT2	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	LMNB1	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	CD9	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	HNRNPF	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	HMSD	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	S100A6	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	EEF1D	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	CAPN2	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	ACSL4	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	TNFRSF10A	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	KRT1	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	PGK2	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	FCRL3	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0048518	positive regulation of biological process	5.35E-09	g:Profiler	BP	EHD2	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	FAU	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0019083	viral transcription	5.29E-09	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	HSPA9	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	ACSL4	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	GOT2	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	KRT1	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	POTEI	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	CD9	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	POTEE	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	SERBP1	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0065008	regulation of biological quality	5.05E-09	g:Profiler	BP	EHD2	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	SRSF2	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	ETV3	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	UBE2I	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0010558	negative regulation of macromolecule biosynthetic process	5.00E-09	g:Profiler	BP	KHSRP	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPL29	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPL17	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPL36	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPS11	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPS14	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPL4	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPS3A	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPS26	All (Up vs. Down)
GO:0022626	cytosolic ribosome	4.98E-09	GO::TermFinder	CC	RPL27A	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	FAU	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPL17	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPS26	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPS3A	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPS14	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPL27A	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	FAU	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPL36	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPS11	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPL4	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4.94E-09	DAVID	BP	RPL29	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	HSP90AA2P	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RPL4	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RPN1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	EHBP1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	TUBB8	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	POTEKP	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RPS14	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	TUBB6	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	BASP1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RAC2	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	CD59	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RPS11	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	CTSD	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	YWHAG	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	PLS1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	S100A10	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	UNC13C	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	ST13	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	HSPA4	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	CAV1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	MYOF	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RPS3A	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	LAMB1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	CKAP4	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	PSMA5	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	EEF1A1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RPS26	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	HIST1H4A	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	NCL	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	TCP1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	UBA1	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	RAN	All (Up vs. Down)
GO:0031982	vesicle	4.84E-09	PANTHER	CC	VCL	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	BASP1	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	CAV1	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	CD59	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	ETV3	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	FAU	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	HIST1H1B	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	HIST1H1E	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	HIST1H4A	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	ILF3	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	KHSRP	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	NCL	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RAN	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPL17	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPL27A	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPL29	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPL36	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPL4	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPS11	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPS14	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPS26	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	RPS3A	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	SFPQ	All (Up vs. Down)
GO:0010629	negative regulation of gene expression	4.70E-09	STRING	BP	UBE2I	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPL29	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPL17	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPL36	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPS11	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPS14	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPL4	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPS3A	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	MRPS5	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPS26	All (Up vs. Down)
GO:0003735	structural constituent of ribosome	4.58E-09	GO::TermFinder	MF	RPL27A	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	FAU	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	HSPA4	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPL17	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPL27A	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPL29	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPL36	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPL4	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPS11	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPS14	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPS26	All (Up vs. Down)
GO:0090150	establishment of protein localization to membrane	4.46E-09	STRING	BP	RPS3A	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	CTSD	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	RAN	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	EEF1A1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	4.40E-09	g:Profiler	BP	RAC2	All (Up vs. Down)
